ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-06-04,284.4870971428571,259.54353496050146,308.6606523992961,284.4870971428571,284.4870971428571,-0.12917563839985785,-0.12917563839985785,-0.12917563839985785,-0.12917563839985785,-0.12917563839985785,-0.12917563839985785,0.0,0.0,0.0,284.35792150445724
2024-06-05,284.28786285686937,261.02764215821543,307.8401247092447,284.28786285686937,284.28786285686937,-0.6200317477750531,-0.6200317477750531,-0.6200317477750531,-0.6200317477750531,-0.6200317477750531,-0.6200317477750531,0.0,0.0,0.0,283.6678311090943
2024-06-06,284.08862857088167,260.3047152028717,307.0264779761706,284.08862857088167,284.08862857088167,-0.9877828999997087,-0.9877828999997087,-0.9877828999997087,-0.9877828999997087,-0.9877828999997087,-0.9877828999997087,0.0,0.0,0.0,283.10084567088194
2024-06-07,283.88939428489397,260.86533006826045,305.7758488889814,283.88939428489397,283.88939428489397,-1.0010196751684781,-1.0010196751684781,-1.0010196751684781,-1.0010196751684781,-1.0010196751684781,-1.0010196751684781,0.0,0.0,0.0,282.8883746097255
2024-06-08,283.69015999798404,261.638365937964,308.5415989963953,283.69015999798404,283.69015999798404,0.936134484593912,0.936134484593912,0.936134484593912,0.936134484593912,0.936134484593912,0.936134484593912,0.0,0.0,0.0,284.626294482578
2024-06-09,283.4909257110741,262.01557003407316,307.7649561924371,283.4909257110741,283.4909257110741,1.7579313175221716,1.7579313175221716,1.7579313175221716,1.7579313175221716,1.7579313175221716,1.7579313175221716,0.0,0.0,0.0,285.24885702859626
2024-06-10,283.29169142416424,259.58152469832515,307.3634757699615,283.29169142416424,283.29169142416424,0.04394415923032866,0.04394415923032866,0.04394415923032866,0.04394415923032866,0.04394415923032866,0.04394415923032866,0.0,0.0,0.0,283.33563558339455
2024-06-11,283.0924571361929,257.8548442114145,302.9055312375458,283.0924571361929,283.0924571361929,-0.12917563839989077,-0.12917563839989077,-0.12917563839989077,-0.12917563839989077,-0.12917563839989077,-0.12917563839989077,0.0,0.0,0.0,282.963281497793
2024-06-12,282.89322284822146,257.9179225927539,306.0684477953416,282.89322284822146,282.89322284822146,-0.6200317477735837,-0.6200317477735837,-0.6200317477735837,-0.6200317477735837,-0.6200317477735837,-0.6200317477735837,0.0,0.0,0.0,282.2731911004479
2024-06-13,282.6939885602501,257.72183703398974,307.6858462090196,282.6939885602501,282.6939885602501,-0.9877829000005675,-0.9877829000005675,-0.9877829000005675,-0.9877829000005675,-0.9877829000005675,-0.9877829000005675,0.0,0.0,0.0,281.7062056602495
2024-06-14,282.49475427161497,257.5713076105923,302.33153012687427,282.49475427161497,282.49475427161497,-1.001019675168849,-1.001019675168849,-1.001019675168849,-1.001019675168849,-1.001019675168849,-1.001019675168849,0.0,0.0,0.0,281.49373459644613
2024-06-15,282.29551998297984,262.00393848948704,305.3531629752954,282.29551998297984,282.29551998297984,0.936134484593033,0.936134484593033,0.936134484593033,0.936134484593033,0.936134484593033,0.936134484593033,0.0,0.0,0.0,283.23165446757287
